,created_at,tweet,frames
2644,2022-12-21 12:16:11+00:00,@5589232161953914163 but we have homeless veterans on the streets. disgusting,['societal_critique']
2645,2022-04-27 12:58:45+00:00,@6433318367952335475 @6977964539464685111 what happened to the homeless shelter idea?,['solutions_interventions']
2646,2023-01-29 18:19:29+00:00,@6635271022309784829 truth they are counting so they will know what and how to get rid of the homeless.  ...,['government_critique']
2647,2023-01-19 19:39:43+00:00,@6731073288119007991 while i don’t agree with spraying a homeless woman i’m just sitting here wondering how many times i could have charged my brothers with a misdemeanor battery charge???,"['deserving_undeserving_of_resources', 'societal_critique']"
2648,2023-01-29 20:11:22+00:00,@6899010428867760655 make it a law that homeless people can only set up camp within a  one mile radius of the mayor's office.,['government_critique']
2649,2022-05-09 19:48:16+00:00,@693147431043250964 @3706508893989963663 so i will look like a homeless pelzin? no thanks,['harmful_generalization']
2650,2022-04-10 01:31:35+00:00,@6977964539464685111 the exterior of that building and the whole neighborhood is already a homeless encampment..would not be much of a change!,['personal_interaction_observation_of_homelessness']
2651,2022-12-04 11:50:53+00:00,@6977964539464685111 u should help poor homeless kids,['solutions_interventions']
2652,2022-04-27 15:25:27+00:00,@6977964539464685111 would you be willing to work with homeless veterans in oklahoma and texas?,['0']
2653,2022-11-29 23:49:32+00:00,@6979656275563215039 isn’t there a moderate policy on this though. some homeless people should institutionalized. anyone living in la has seen them.,"['government_critique', 'solutions_interventions']"
2654,2022-05-29 19:25:06+00:00,@7047851746258172690 thanks for all you do. $leclairkeith if i win i will find a homeless person in my city and give half or maybe 5 a 1k each.,['solutions_interventions']
2655,2021-12-21 02:04:14+00:00,@7121316347619973616 not sure how to start this . but my mother in law is a huge manilow fan. and is most amazing person i know. she took my family in for the last year or we would be homeless. wanted to see if i could get a personal message to her wishing her a merry christmas. thanks,['0']
2656,2022-12-28 12:35:04+00:00,@7389125322391848581 dude you’re a sad individual. you are harassing the very people who’ve gone through a horrible storm. it’s the holiday season instead of being online being an fool you should be volunteering helping the homeless in la. you’re not special enough for me to seethe over you.,['solutions_interventions']
2657,2022-12-03 17:06:31+00:00,"@7407114706357063683 <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> nigga finna have oh boy homeless",['0']
2658,2022-05-29 10:15:16+00:00,@7423631770260307924 i saw you beat up that homeless man,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
2659,2022-09-19 18:58:28+00:00,@7547863368455850305 most homeless in central london are foreign.,['0']
2660,2022-07-17 09:42:01+00:00,@7595465018864900907 am i slow? “i’ve had people forced on me my whole life”. she did not invite them. britney hates her mum “my mum does that too”. in another post she said she would ups rather hang out with homeless people than hollywood people.,['0']
2661,2022-08-05 19:09:36+00:00,@7680052184090310845 you already have. but make sure he’s homeless first!,['0']
2662,2022-10-02 15:16:55+00:00,@7860139029891497241 churches may be full of homeless this time next year,['personal_interaction_observation_of_homelessness']
2663,2022-09-18 16:04:23+00:00,@7986131469053702200 what the fuck does she think is happening is#n south texas?!?! there’s no where for the people to go and the government makes it illegal for us job creators to hire them!! it a state of homeless encampments. so is our airport.,['government_critique']
2664,2022-01-01 09:09:14+00:00,@8067656437501162596 i know a few. i was referring to  the majority are using their debit cards or credit cards during the last two years of covid. 'tap 'n go'.  (that cash is scarce). i normally give some cash to homeless people but i've rarely got any on me!  it is concerning for those people.,['0']
2665,2022-11-22 05:47:28+00:00,@8091874697111499408 @3809922607911548041 that’s why she’s a homeless side boo,['0']
2666,2022-06-02 00:23:44+00:00,@8361577685728746326 the gang is homeless,['0']
2667,2022-09-17 17:16:18+00:00,@8431559933864259050 with the money going to homeless?,['money_aid_resource_allocation']
2668,2022-11-28 16:49:57+00:00,@8432228624066522042 @6354179386501989583 so if for instance there’s a jacket and a freezing homeless person you’d rather the jacket be thrown out or burned than given to said freezing homeless person ? just making sure i’ve got this straight.,['deserving_undeserving_of_resources']
2669,2022-02-11 17:04:02+00:00,@8482449998830485590 my #nfts are friggin' homeless.,['0']
2670,2022-11-20 04:23:46+00:00,@8599604858139062038 @2238694118403512850 i’m tryna enroll back in school if anyone who reads this can help please do i’m scared i’m gonna be homeless soon,['0']
2671,2022-09-22 11:58:15+00:00,@8726896827391439724 @6375593862306333730 girls wear home clothes and call them homeless,['0']
2672,2022-08-26 18:30:04+00:00,@8839343181022994729 i was homeless from 14 to 18 so i used an old fine tip black marker that i carried with me to draw on my eyebrows and my eyeliner hahaha (and it burned the eyes!),['0']
2673,2022-06-16 10:49:23+00:00,@885569514151427857 @6079336129283840877 @5868237186692143887 no - if they have reason to believe that a person is homeless their duties are triggered regardless of whether a formal homeless application has been made,['personal_interaction_observation_of_homelessness']
2674,2022-05-31 11:19:18+00:00,@8870014602112231111 no cast me abeg. i’m homeless because i wan collect rent from one investor,['0']
2675,2022-05-13 12:04:53+00:00,@9091808613536538743 @3185850785224611353 how many homeless will it take for the streets zero #auspol,['0']
2676,2021-12-29 21:37:36+00:00,alban serving homeless cotoure #fik60,['0']
2677,2022-05-04 14:28:26+00:00,am politically homeless and want that to change.,['0']
2678,2022-10-12 21:37:25+00:00,andrew tate moans as a homeless man eats his ass deleted footage,[]
2679,2023-01-28 10:41:37+00:00,boohoo my parents never loved each other people are dying very day people get raped people get murdered people are homeless people parents are abusive and yet here i am thinking i have the right to be sad no. i’m an attention seeker.,['harmful_generalization']
2680,2022-10-02 10:16:26+00:00,"bro my beanie makes me look like i’m homeless <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 133]'></span>",['0']
2681,2022-01-12 11:12:01+00:00,but seeing so many ppl that look like they homeless kinda makes me feel like i should be great full of the things i do have,['personal_interaction_observation_of_homelessness']
2682,2022-11-08 23:51:48+00:00,california citizens who vote no on prop 27 don’t care about homeless people,"['societal_critique', 'solutions_interventions']"
2683,2022-08-23 17:15:25+00:00,dear politicians if you treated your own finances the way you treat taxpayers money you would all be homeless!,['government_critique']
2684,2022-11-11 12:39:24+00:00,do you know that guy that asks homeless or random poor looking people for money as a “test” and if they give him the r10/r5 he asks for. he gives them about 2/3k? i really hate how he feels the need to test someone’s generosity or lack of like that.,['societal_critique']
2685,2022-09-15 00:10:13+00:00,dorit gonna always excuse erika’s behavior but got mad at kathy and garcelle over homeless not toothless stupid ass name #rhobh,['media_portrayal']
2686,2022-03-19 11:20:48+00:00,got beat by a homeless man off the street. he only played because he wanted money for beer. then proceeds to come out and beat yanki in 2 sets. f”n suck,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
2687,2022-01-25 22:57:42+00:00,"homeless lady asked me for money for food while i was pumping gas &amp; i told her i had no cash (i really have $00.00 on me) &amp; she asked if i had a debit card &amp; i had to explain to a homeless woman that there’s no money there either and that i was paying for gas w a bp gift card <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 180]'></span>",['personal_interaction_observation_of_homelessness']
2688,2022-10-13 00:17:14+00:00,"homeless not toothless will always be a great scene <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 169]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 169]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 169]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> #rhobhreunion #rhobh #rhob",['media_portrayal']
2689,2022-05-22 14:51:19+00:00,"homeless songs omg <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 175]'></span>that was seriously impressive @9144227290422678221 @5057351686515043159",['0']
2690,2022-04-28 22:38:56+00:00,how about humanitarian support for our veterans and homeless?,['money_aid_resource_allocation']
2691,2021-12-16 18:25:31+00:00,"i be looking homeless at work <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>",['0']
2692,2022-02-03 02:05:56+00:00,i hate homeless people- get ur money up homie!,['harmful_generalization']
2693,2022-11-21 15:33:34+00:00,"i was peacefully making my coffee this morning and waiting for my opener to come in and a homeless started circling the shop and banging on the doors/windows<span class='emoji-bytes' data-emoji-bytes='[240, 159, 167, 141]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 187]'></span>‍♀️",['personal_interaction_observation_of_homelessness']
2694,2023-01-08 19:06:52+00:00,it was nice of them to clean up the immigrant homeless camps before president dipshit arrives in el paso.,"['deserving_undeserving_of_resources', 'personal_interaction_observation_of_homelessness']"
2695,2022-07-07 10:11:38+00:00,jason the homeless guy is sad when being lame with jason who is ugly,['0']
2696,2022-09-27 02:45:58+00:00,kinda like when you go to the beach and see an incredibly amazing sand castle and smush it with your feet and homeless people telling me to get a life and i’d be like sorry did the castle belong to you? was it the outcome of your ant efforts or are you tripping,['harmful_generalization']
2697,2022-04-20 16:17:20+00:00,me: wearing t shirt and jeans.         my mom: you fucking dyke degenerate homeless selfish accident regret,['harmful_generalization']
2698,2022-06-21 19:51:52+00:00,my rent is going up over 200 a month. when will it end? when half of america is homeless or living in their cars? @5653683089589068928,['societal_critique']
2699,2021-12-22 16:18:21+00:00,new business model for the homeless in dc. they hold a door for you without you asking and then say “you’ll get me on the way out.”,['harmful_generalization']
2700,2023-02-04 05:26:53+00:00,outside everyday like the homeless,['harmful_generalization']
2701,2022-10-26 13:31:18+00:00,papyrus rides a bike so they can visit pizza hut for diamonds to give to the homeless,['0']
2702,2022-11-18 05:32:22+00:00,please consider donating to my major knee surgery and not being homeless fund. if youre able to i'm truly grateful. it's pinned to my profile.,['0']
2703,2022-01-22 05:49:00+00:00,prayers for the homeless,['personal_interaction_observation_of_homelessness']
2704,2022-08-27 00:17:06+00:00,sometimes i don’t want to give homeless people my money because they might just end up spending it on drugs,"['harmful_generalization', 'money_aid_resource_allocation', 'deserving_undeserving_of_resources', 'solutions_interventions']"
2705,2022-09-17 21:53:55+00:00,"that hair cut after 3 weeks i was looking homeless <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 134]'></span>",['0']
2706,2022-12-03 16:29:48+00:00,"the homeless man outside always try a give us lil snacks &amp; stuff &amp; im just like i think you need it more tho <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span> he got a new ride every few months tho ! he hopped out the expedition w the driver mirror missing lls",['personal_interaction_observation_of_homelessness']
2707,2022-05-02 16:46:07+00:00,when i started crypto i was poor but now i'm homeless.,['0']
2708,2022-11-02 04:55:10+00:00,"""#sanfrancisco spends $700 million+ on police--w/ long history of abuse and waste--yet reactionary centrists rage about money spent on nonprofits that deliver vital services to poor, homeless, drug addicted, and others in desperate need. we need more for social services, not less.""","['harmful_generalization', 'money_aid_resource_allocation']"
2709,2021-12-22 00:24:24+00:00,"""(2of2)
i challenge you to post information about homeless shelters in your area.""",['solutions_interventions']
2710,2022-05-17 10:33:15+00:00,"""@1005252653608289709 @221275337627976319 thanks for your concern, no i can not get no mental health treatment asi am homeless and they do not give it to homeless people in liverpool, i was told i was getting it late 2018 early 2019 then ended up homeless so have not had it since then.""",['0']
2711,2022-01-17 21:31:59+00:00,"""@103107936697080198 @704878583217211567 i’m disabled with ms &amp; fibromyalgia. it takes so long to get approved for ssdi, i have already been homeless &amp; am currently living in a hotel with my 70 year old mom who’s driving for uber to provide for me &amp; my daughter in addition to herself. it’s near impossible to find help""",['0']
2712,2022-12-16 19:02:57+00:00,"""@1093885906910468964 wow binder looks so at home in jail, looks like a homeless guy on the subway""",['0']
2713,2023-01-29 12:44:59+00:00,"""@1109382803964553264 @3042576416648906893 @4925383590443244471 disagree, this is sad, this person is unwell, on par with a homeless guy in the gutter muttering to himself. society has done this to people.""",['societal_critique']
2714,2022-08-10 00:29:43+00:00,"""@1145587757501077427 @614624077998905016 so let me get this straight, they have funds to illegal immigrants for their own stimulus checks but want to lock up homeless people???""","['deserving_undeserving_of_resources', 'societal_critique']"
2715,2022-06-06 08:37:39+00:00,"""@11498240725937462 this won't go down well in hereford, i promise you that, homeless and housing problems in the city but norman wants to sabotage the only policy anyone has come up with to check the people trafficking across the channel. could end up johnson survives but its norman gets outsted""",['government_critique']
2716,2022-04-15 18:08:20+00:00,"""@1156930587620734736 i’m an empath too, but can’t filter <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 129]'></span> 
lose it every morning watching the news &amp; every night thinking about all the horrible things i hear about my students lives! kids shouldn’t have to see mom die on the living room floor from a heroin overdose or worry about being homeless""",['personal_interaction_observation_of_homelessness']
2717,2022-01-28 07:19:19+00:00,"""@1164891749423981927 there again, you could have travelled standard class and donated the difference to the homeless people you walked past in london later when you arrived. 
politics by selfie""",['solutions_interventions']
2718,2022-07-06 00:27:20+00:00,"""@1240177513073296000 “what if, you just agreed to live like a homeless person to save a planet that was here 4 billion years before you and will be here 4 billion years after you’re gone?”
stfu/stfd""",['0']
2719,2022-11-30 11:35:55+00:00,"""@1300155955380870875 @8904530165196190056 you are a homeless people since the dawn of history, there is no place for you, everyone hates you, you are just the remnants of abandoned immigrants""","['deserving_undeserving_of_resources', 'not_in_my_backyard']"
2720,2023-01-03 21:17:46+00:00,"""@1310371626718348247 so, if you are homeless in missouri and you sleep under a bridge the state will generously provide you room and board for 15 days?""",['solutions_interventions']
2721,2022-10-26 15:16:53+00:00,"""@13138644475675279 @2616732073401637128 @3244373293659437803 i mean that’s the only thing in this election that matters right? who cares about the economy, ukraine, russia, homeless issues etc? but let’s just focus on aborting pregnancies. because that’s issue #1.""",['government_critique']
2722,2022-10-10 14:57:19+00:00,"""@1477778325713665251 you're lucky you r not run by tories. if your students want to go to uni they wont have massive student loans to pay off. if their parents are struggling with bills they have just had rents frozen. if ill, no prescription charges. if homeless, council himes hv not been sold off""",['harmful_generalization']
2723,2023-01-12 00:39:05+00:00,"""@1481452630100176426 idk, i like the idea of making the bourgeois art galleries into working class art galleries and turn walmarts and mcdonald’s into homeless shelters instead""",['solutions_interventions']
2724,2022-04-16 03:32:00+00:00,"""@1508339824320457125 there are parts of seattle that are ok but there r way too many dangerous areas now. and if u consider the environmental impact all these homeless camps &amp; drugs have had on our city, the danger is significant. much of the soil &amp; the waterway r greatly contaminated.""","['societal_critique', 'personal_interaction_observation_of_homelessness']"
2725,2023-01-11 17:05:30+00:00,"""@1538924025470864703 @1957276746070840277 @781034138458881058 what? no i am not because many homeless people have mental issues...but i have had family members and friends who have lived on the street at one point...it is a terrible life in the """"greatest"""" country in the world...i just have empathy for someone just trying to survive""","['government_critique', 'personal_interaction_observation_of_homelessness']"
2726,2022-05-16 06:25:16+00:00,"""@155721475846704643 @5918859728181987619 @2197262053463619221 very well said. the easiest is to flex your muscles and harass a destitute and homeless person, which these people are doing. too much violence in our society especially in our youth, this does not auger well for our country.""",['societal_critique']
2727,2022-08-28 03:08:45+00:00,"""@161978330641391600 wilbur:*walking in with phil* hey im home, phil gave me a ride jackass... btw some bastard stole my coat when i put it doooow- what.
techno: yeah so i accidentally got him bcs i saw ur coat...
wilbur:...
phil:...
tommy:*currently swaddled in blankets*...
techno:btw he's homeless""",['0']
2728,2022-06-15 15:28:53+00:00,"""@1737883279914716225 he wouldn't be my man anymore, he'd be a homeless ex. know your worth and send him out to the curb.""",['0']
2729,2022-02-20 02:47:24+00:00,"""@1800139553457295707 ted when u threaten  homeless shelter to feed you you are not being a peaceful protester
when you try to burn down an apartment building because people yelled out the window go home you are not being a peaceful protester you are being a terrorist ted u r supporting terrorist
wtf""","['media_portrayal', 'societal_critique']"
2730,2022-06-30 17:19:25+00:00,"""@1810810326442276998 @6772824999491954494 if it's military, that is different, they deserve it, actually alot of veterans are homeless cause lack of benefits""",['harmful_generalization']
2731,2022-05-27 02:39:45+00:00,"""@1824895525422982881 @7550686571411025278 @685462657777236123 @8318014778987138865 she supports abortion. she ignores the homeless in her district, and does a video about eating ridiculously expensive ice cream while everyone else is being told to stay home, and are losing their jobs.""","['government_critique', 'money_aid_resource_allocation']"
2732,2022-04-27 01:39:50+00:00,"""@1893870664441304866 isn't the lord's home open to everyone, the hungry, the poor and the homeless.""",['harmful_generalization']
2733,2022-09-18 02:13:17+00:00,"""@1900981493073252842 the media is now pro homeless and wants to criticize anyone who sees it as a problem 

the media is full of awful virtue signaling cowardw""","['media_portrayal', 'societal_critique']"
2734,2022-11-17 20:38:22+00:00,"""@1959844028532793231 @1044309077813962313 @3854084915414625308 i agree. though it's almost a good problem to have, it means there's not a bunch of homeless kids to have to be adopted like in most places
if foster care was more robust and had better support outlets i think that would be an easier sell when immediate adoption is hard""",['solutions_interventions']
2735,2022-06-20 11:29:23+00:00,"""@1963866418188196994 @4808250147793204412 definitely skewed priorities. the ceo sleepout should be concentrating on the temporary homeless due to crappy assistance from previous fed govt, and present #nswgovt - yes, you #parrotpoop, and shane whatshisface.""","['harmful_generalization', 'societal_critique']"
2736,2022-10-19 11:29:49+00:00,"""@1989756907953414737 i came to me when i was at the lowest point. close to homeless, no money, no job, drug habit, and i could still laugh. i figured i could do that then there's no reason i can't laugh and have a good time at any other time. cause nothing is really that big of a thing. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 183]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 188]'></span>‍♀️<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 183]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 188]'></span>‍♀️""",['0']
2737,2021-12-31 02:26:47+00:00,"""@2043153437765176403 literally unemployed and figuratively homeless

started with like $300 and a year later i've made more than i have in any job, and i actually enjoy doing what im doing

ppl just need to put in the hours""",['0']
2738,2022-07-05 20:46:52+00:00,"""@2184848028152389441 also, even homeless people got like 8 wheels and no doors lol""",['harmful_generalization']
2739,2022-02-12 04:27:34+00:00,"""@2317570274531533183 homeless man from los angeles, they hosed him down and put a suit on him. bam he gets nfl mvp and didn't have any stats to qualify for it.""",['societal_critique']
2740,2022-02-05 02:30:36+00:00,"""@2355954091710451201 hey gofuckyourself, you know who else was feeding people?  the peaceful protestors in ottawa, that’s who.  yes, they built a soup kitchen and we feeding the homeless.  you fucking sunk yourselves, rot in hell.""","['societal_critique', 'solutions_interventions']"
2741,2022-07-27 14:00:57+00:00,"""@2615576959115607951 i know alberta gave him $20million while our cities are flooding with homeless and drug addicted youth!
the vatican is the richest non profit isn't it???""",['money_aid_resource_allocation']
2742,2022-08-26 01:45:03+00:00,"""@2636164009230951797 @6159834597243097347 @6664861240036008344 @5963875439089624853 @7757239776319004090 @6890337783631996525 @183698678872122109 @8201645691557647724 are you delusional. we are in recession, millions of illegals coming over the border, crime is up double digits, looting, homeless,drug epidemics, food shortages, cartelamakung billions on human trafficking and fetynal killing thousands.""",['harmful_generalization']
2743,2022-02-16 10:29:04+00:00,"""@2688367102684899894 @1808789689200941735 omg they are living in a hotel for free, free heating water food, and they are depressed??? we have our  own homeless. our own war veterans, families on low incomes juggling heat there home or food, let them swap
 and see if they are depressed then <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 160]'></span>""","['harmful_generalization', 'deserving_undeserving_of_resources']"
2744,2023-01-20 19:28:37+00:00,"""@2693571877508220596 our military is 10 times china's and china's population is 10 times the usa - china has zero homeless and no one died of covid, ( kung flu )""","['harmful_generalization', 'government_critique']"
2745,2022-03-29 19:24:49+00:00,"""@2731765845823250104 @9069238320506128939 dallas too, and have been promising a new place for the homeless for years!""",['government_critique']
2746,2022-07-30 23:40:34+00:00,"""@2781647622126110273 @3065734310354240301 @4953093788198751716 @1264042145998964355 you know. it doesn’t have to be one or the other
we don’t need to support the saudi to support ukraine

that said, sure would be nice to have our homeless problem
completely fixed with that money

i don’t have student loans, but suspect a pause in payments isn’t fixing anything""","['harmful_generalization', 'money_aid_resource_allocation', 'deserving_undeserving_of_resources']"
2747,2023-01-31 22:17:45+00:00,"""@2797255973430034258 literally the entire house makes content, while adin lives with junkies who would be homeless without him""",['0']
2748,2022-07-26 15:54:47+00:00,"""@2901571138545676857 trust me...that man is nowhere near homeless. it's his concept of not being attached to material things, while profits from it..<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 132]'></span>""",['societal_critique']
2749,2022-12-06 21:42:05+00:00,"""@2917463972537559808 take care of you crime, homeless, is not important to you. go away.""","['harmful_generalization', 'societal_critique']"
2750,2022-12-24 21:52:50+00:00,"""@293993597570276984 job of a prime minister is not to serve meals to homeless people, his job is to create possibilities so there is no homeless people.""","['government_critique', 'solutions_interventions']"
2751,2021-12-18 17:44:00+00:00,"""@2969082914255917411 being politically homeless kinda sucks, but it’s also freeing, and now i don’t have to censor myself for anyone’s agenda""",['0']
2752,2022-01-02 20:07:44+00:00,"""@305142578933042548 @4427936053332289414 wow, i have a great idea with recycling and homeless
 that's a lot of beer floyd . haha just kidding .""",['0']
2753,2022-04-04 23:10:21+00:00,"""@3095766278914241682 i ask them what they think about homeless people and most seem to think they're all crazy but we know it can happen due to addiction, unfortunate circumstances etc to me that's a lack of social awareness. i also ask about their stance on mental health, how they take care of-""",['personal_interaction_observation_of_homelessness']
2754,2022-01-30 16:26:05+00:00,"""@3131178997419356422 @8173227533189421513 @1831370551371988573 @1379107388647135502 @5329057426435268556 @6128682868733130981 @8872796290378364419 @4240148781024515941 @3924690692550709391 @3261402793227240299 you forgot one basic need:conversation and good advice,do a bit off research on where the homeless can get shelter and food on local areas before going to them,so they can get help long term and not only for a day or night.many do not know where to find it.""","['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
2755,2022-08-31 21:21:21+00:00,"""@3160238520363209361 paddy is either stupid or a fraud, what is it paddy? cant be in favour of unlimited immigration and be on the side of homeless irish people...""",['deserving_undeserving_of_resources']
2756,2022-06-27 01:51:52+00:00,"""@3296569055446992943 i once saw a homeless woman take a shit in front of msg broad daylight. a second after, sanitation worker picked up her shit and everyone casually didnt mind and carry on.
god i miss nyc""",['personal_interaction_observation_of_homelessness']
2757,2022-04-06 20:02:27+00:00,"""@3341308113979022601 people fleeing abuse are legally homeless (as defined by section 177 of the housing act). people fleeing abuse should be 'priority need' even if they are single, but having kids also makes her 'priority need' for that reason.""","['harmful_generalization', 'solutions_interventions']"
2758,2022-10-30 21:31:50+00:00,"""@3367077175200053165 @1828965346714051399  probably heard the best name for w. morrisey from konan! """"homeless kevin nash""""""",['0']
2759,2022-07-25 01:12:29+00:00,"""@3424905006900212089 @8266690685496811851 @7537846631961165344 oh no, no...see it's worse than that. the parent goes to jail for neglect and becomes free labor. the child goes to a foster home and gets abused, has multiple children from that abuse and by age 18 is homeless, becomes a criminal and ends up in jail too.

this is intentional.""",['government_critique']
2760,2022-07-07 21:01:53+00:00,"""@3559907844299249463 luxembourg 600k people, 45% income tax rate, 17% sales tax.

think what sf would be like if 10k homeless disappeared and the $1b wasted on them went to infrastructure.

money is there, but so are the burdens created by past policies with layers of excuses made by advocates.""","['government_critique', 'money_aid_resource_allocation']"
2761,2022-12-23 20:30:31+00:00,"""@3614253381054517037 been there. was once stood up and upon arrival home gave my unlimited subway pass to a homeless guy, burst into tears and screamed “i am a good person!” i always say online dating led me to wed the potsmoking artist/dj. he’d been interested for years and i gave up out there.""",['0']
2762,2022-10-23 21:52:29+00:00,"""@3619474695848645245 majority are, still working the rest in. two are technically homeless, and i kind of feel they should stay as wanderers since one of the two is my icon, the other his lover/partner""",['0']
2763,2023-01-04 19:54:46+00:00,"""@3634166611473363876 @6578797149247848085 we all insult them for looking for greener pastures? to educate u more, those people u called homeless, 90% of the have their built houses in their home state they are just their for business and they come back home more richer. in addition how much is big cow now in your place?""",['harmful_generalization']
2764,2022-12-19 08:02:20+00:00,"""@3661116860773959056 it's a joke i'm sorry i didn't get it. i can be dense about these things.

i get too serious about things. i can't believe you read this! thank you so much, that's so nice of you. i can be sensitive about this stuff because i have made friends with a lot of homeless people.""",['personal_interaction_observation_of_homelessness']
2765,2023-02-09 05:45:06+00:00,"""@3664067265548306438 """"more competent""""?  all they have to do to achieve that is hire some homeless person.  homeless people lie less.""",['harmful_generalization']
2766,2021-12-15 00:10:36+00:00,"""@3827745631725270863 @7454833377912924402 @5653683089589068928 she's talking about being a homeless mom living out of her car and you only question why she has a phone, and in another response you tell her she """"has it made"""" because of said phone. don't play stupid""",['societal_critique']
2767,2023-01-11 17:17:06+00:00,"""@3849714047273801056 when i was young, my mother would always ask homeless people if they had eaten that day and would ask them if they wanted anything.  that's what she taught me.  to be kind to those less fortunate.""",['solutions_interventions']
2768,2022-07-14 18:29:33+00:00,"""@3921290341217089304 yall so wrong for these nasty comments. there are bytches gettin nekkid and performing sex acts online asking for money. and getting it. he is only trying to keep his passion afloat. why bash the man for that? now he gotta be homeless and hungry... 
yall stupid
<span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 132]'></span>""","['harmful_generalization', 'societal_critique']"
2769,2021-12-26 01:43:03+00:00,"""@392617430251259502 i remember quite some yrs ago sitting in a terrible bedsit at christmas with no electric, eating bread &amp; margarine. i thought 'what's the point'. then i remembered being homeless before that, so knew it was really a step forward. still there were setbacks, but small steps worked.""",['0']
2770,2021-12-23 03:54:51+00:00,"""@3954139933261743240 @2669116614150035346 - rama anne syd aust 
i do not have fungus on my toe nails but anglos (russians,zsrcp party or ap tollywood kammas) or catholic italians  or scottish provoke people to drug me using my toes while i sleep  homeless man 
defintly cong /ap political party involved""",['0']
2771,2022-11-25 03:52:45+00:00,"""@4083804272248987211 kari lake wanted to solve the homeless problem and help with high rents , sound better then the democrats plan""",['government_critique']
2772,2022-12-16 10:25:21+00:00,"""@4159861793085131989 their arrogance and jealousy are showing too.
also complaining about the size of your home, which by the way is completely free..when people are freezing and homeless! seriously!? pair of jokers.""",['societal_critique']
2773,2022-05-30 23:12:46+00:00,"""@4176927513710343520 @8104176988925671568 it was made of solid 18k gold.
the cost of it was not solely artistic...
2 million dollars of untaxed riches sitting on a shelf, instead of going towards the community or to help the homeless... i am sure their many thousands of untaxed donations per week will pick up the slack.""",['societal_critique']
2774,2022-11-07 07:36:31+00:00,"""@4224958622013100961 @3760122954709571675 yo thanks picking me up in your lamborghini huracan then dropping me off at your $50,000,000 guest house so i wouldn’t be homeless anymore! also so sweet of you to donate $5,000,000 to a puppy shelter! <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>♥️""","['money_aid_resource_allocation', 'societal_critique']"
2775,2022-10-07 06:51:03+00:00,"""@4319377718549190142 45
the homeless song
oh paradise""",['media_portrayal']
2776,2022-12-09 20:22:57+00:00,"""@435659240423120634 to be fair, it looks like there were actually no men around except for what looks like a homeless man. and that homeless man was hunched over and it looks like he can barely walk much less get involved.""",['personal_interaction_observation_of_homelessness']
2777,2022-12-27 08:47:20+00:00,"""@440091563437063471 @5456559725989245787 i’m sure it’s a lot worse in the war torn countries they come from. they should be grateful for what they get. it’s better than all our homeless get. 
<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 161]'></span>""","['government_critique', 'deserving_undeserving_of_resources']"
2778,2022-11-05 12:42:48+00:00,"""@448736831577288058 just like you do with your followers george.joe gives all our baby formula to ukraine.babies here starve to death.homeless seniors,vets on rise joe gives big z 1 trillion.we're threatened by 4 nations,joe gives big z our entire military war weapons reserve.oh my!""","['government_critique', 'deserving_undeserving_of_resources']"
