,date,attitude,frequency,state
3008,2023-02-02,societal critique,1058.0,All Posts
3009,2023-02-03,societal critique,1073.0,All Posts
3010,2023-02-04,societal critique,1006.0,All Posts
3011,2023-02-05,societal critique,1082.0,All Posts
3012,2023-02-06,societal critique,1187.0,All Posts
3013,2023-02-07,societal critique,1071.0,All Posts
3014,2023-02-08,societal critique,974.0,All Posts
3015,2023-02-09,societal critique,483.0,All Posts
3016,2023-02-16,societal critique,78.0,All Posts
3017,2021-12-06,deserving/undeserving,119.0,All Posts
3018,2021-12-07,deserving/undeserving,292.0,All Posts
3019,2021-12-08,deserving/undeserving,326.0,All Posts
3020,2021-12-09,deserving/undeserving,327.0,All Posts
3021,2021-12-10,deserving/undeserving,232.0,All Posts
3022,2021-12-11,deserving/undeserving,237.0,All Posts
3023,2021-12-12,deserving/undeserving,234.0,All Posts
3024,2021-12-13,deserving/undeserving,294.0,All Posts
3025,2021-12-14,deserving/undeserving,265.0,All Posts
3026,2021-12-15,deserving/undeserving,252.0,All Posts
3027,2021-12-16,deserving/undeserving,394.0,All Posts
3028,2021-12-17,deserving/undeserving,307.0,All Posts
3029,2021-12-18,deserving/undeserving,283.0,All Posts
3030,2021-12-19,deserving/undeserving,204.0,All Posts
3031,2021-12-20,deserving/undeserving,275.0,All Posts
3032,2021-12-21,deserving/undeserving,304.0,All Posts
3033,2021-12-22,deserving/undeserving,313.0,All Posts
3034,2021-12-23,deserving/undeserving,380.0,All Posts
3035,2021-12-24,deserving/undeserving,374.0,All Posts
3036,2021-12-25,deserving/undeserving,277.0,All Posts
3037,2021-12-26,deserving/undeserving,242.0,All Posts
3038,2021-12-27,deserving/undeserving,294.0,All Posts
3039,2021-12-28,deserving/undeserving,278.0,All Posts
3040,2021-12-29,deserving/undeserving,272.0,All Posts
3041,2021-12-30,deserving/undeserving,256.0,All Posts
3042,2021-12-31,deserving/undeserving,193.0,All Posts
3043,2022-01-01,deserving/undeserving,182.0,All Posts
3044,2022-01-02,deserving/undeserving,174.0,All Posts
3045,2022-01-03,deserving/undeserving,207.0,All Posts
3046,2022-01-04,deserving/undeserving,270.0,All Posts
3047,2022-01-05,deserving/undeserving,213.0,All Posts
3048,2022-01-06,deserving/undeserving,226.0,All Posts
3049,2022-01-07,deserving/undeserving,208.0,All Posts
3050,2022-01-08,deserving/undeserving,240.0,All Posts
3051,2022-01-09,deserving/undeserving,242.0,All Posts
3052,2022-01-10,deserving/undeserving,288.0,All Posts
3053,2022-01-11,deserving/undeserving,384.0,All Posts
3054,2022-01-12,deserving/undeserving,302.0,All Posts
3055,2022-01-13,deserving/undeserving,214.0,All Posts
3056,2022-01-14,deserving/undeserving,228.0,All Posts
3057,2022-01-15,deserving/undeserving,240.0,All Posts
3058,2022-01-16,deserving/undeserving,224.0,All Posts
3059,2022-01-17,deserving/undeserving,257.0,All Posts
3060,2022-01-18,deserving/undeserving,268.0,All Posts
3061,2022-01-19,deserving/undeserving,344.0,All Posts
3062,2022-01-20,deserving/undeserving,285.0,All Posts
3063,2022-01-21,deserving/undeserving,270.0,All Posts
3064,2022-01-22,deserving/undeserving,279.0,All Posts
3065,2022-01-23,deserving/undeserving,250.0,All Posts
3066,2022-01-24,deserving/undeserving,231.0,All Posts
3067,2022-01-25,deserving/undeserving,315.0,All Posts
3068,2022-01-26,deserving/undeserving,284.0,All Posts
3069,2022-01-27,deserving/undeserving,275.0,All Posts
3070,2022-01-28,deserving/undeserving,275.0,All Posts
3071,2022-01-29,deserving/undeserving,252.0,All Posts
3072,2022-01-30,deserving/undeserving,347.0,All Posts
3073,2022-01-31,deserving/undeserving,290.0,All Posts
3074,2022-02-01,deserving/undeserving,252.0,All Posts
3075,2022-02-02,deserving/undeserving,317.0,All Posts
3076,2022-02-03,deserving/undeserving,430.0,All Posts
3077,2022-02-04,deserving/undeserving,334.0,All Posts
3078,2022-02-05,deserving/undeserving,331.0,All Posts
3079,2022-02-06,deserving/undeserving,285.0,All Posts
3080,2022-02-07,deserving/undeserving,260.0,All Posts
3081,2022-02-08,deserving/undeserving,258.0,All Posts
3082,2022-02-09,deserving/undeserving,404.0,All Posts
3083,2022-02-10,deserving/undeserving,315.0,All Posts
3084,2022-02-11,deserving/undeserving,261.0,All Posts
3085,2022-02-12,deserving/undeserving,297.0,All Posts
3086,2022-02-13,deserving/undeserving,250.0,All Posts
3087,2022-02-14,deserving/undeserving,275.0,All Posts
3088,2022-02-15,deserving/undeserving,299.0,All Posts
3089,2022-02-16,deserving/undeserving,385.0,All Posts
3090,2022-02-17,deserving/undeserving,331.0,All Posts
3091,2022-02-18,deserving/undeserving,319.0,All Posts
3092,2022-02-19,deserving/undeserving,322.0,All Posts
3093,2022-02-20,deserving/undeserving,255.0,All Posts
3094,2022-02-21,deserving/undeserving,308.0,All Posts
3095,2022-02-22,deserving/undeserving,335.0,All Posts
3096,2022-02-23,deserving/undeserving,309.0,All Posts
3097,2022-02-24,deserving/undeserving,502.0,All Posts
3098,2022-02-25,deserving/undeserving,507.0,All Posts
3099,2022-02-26,deserving/undeserving,663.0,All Posts
3100,2022-02-27,deserving/undeserving,512.0,All Posts
3101,2022-02-28,deserving/undeserving,546.0,All Posts
3102,2022-03-01,deserving/undeserving,507.0,All Posts
3103,2022-03-02,deserving/undeserving,574.0,All Posts
3104,2022-03-03,deserving/undeserving,595.0,All Posts
3105,2022-03-04,deserving/undeserving,502.0,All Posts
3106,2022-03-05,deserving/undeserving,513.0,All Posts
3107,2022-03-06,deserving/undeserving,525.0,All Posts
3108,2022-03-07,deserving/undeserving,683.0,All Posts
3109,2022-03-08,deserving/undeserving,669.0,All Posts
3110,2022-03-09,deserving/undeserving,813.0,All Posts
3111,2022-03-10,deserving/undeserving,846.0,All Posts
3112,2022-03-11,deserving/undeserving,864.0,All Posts
3113,2022-03-12,deserving/undeserving,883.0,All Posts
3114,2022-03-13,deserving/undeserving,918.0,All Posts
3115,2022-03-14,deserving/undeserving,1151.0,All Posts
3116,2022-03-15,deserving/undeserving,1222.0,All Posts
3117,2022-03-16,deserving/undeserving,1154.0,All Posts
3118,2022-03-17,deserving/undeserving,879.0,All Posts
3119,2022-03-18,deserving/undeserving,602.0,All Posts
3120,2022-03-19,deserving/undeserving,543.0,All Posts
3121,2022-03-20,deserving/undeserving,411.0,All Posts
3122,2022-03-21,deserving/undeserving,504.0,All Posts
3123,2022-03-22,deserving/undeserving,515.0,All Posts
3124,2022-03-23,deserving/undeserving,420.0,All Posts
3125,2022-03-24,deserving/undeserving,678.0,All Posts
3126,2022-03-25,deserving/undeserving,692.0,All Posts
3127,2022-03-26,deserving/undeserving,468.0,All Posts
3128,2022-03-27,deserving/undeserving,472.0,All Posts
3129,2022-03-28,deserving/undeserving,433.0,All Posts
3130,2022-03-29,deserving/undeserving,500.0,All Posts
3131,2022-03-30,deserving/undeserving,484.0,All Posts
3132,2022-03-31,deserving/undeserving,614.0,All Posts
3133,2022-04-01,deserving/undeserving,476.0,All Posts
3134,2022-04-02,deserving/undeserving,434.0,All Posts
3135,2022-04-03,deserving/undeserving,336.0,All Posts
3136,2022-04-04,deserving/undeserving,346.0,All Posts
3137,2022-04-05,deserving/undeserving,377.0,All Posts
3138,2022-04-06,deserving/undeserving,560.0,All Posts
3139,2022-04-07,deserving/undeserving,625.0,All Posts
3140,2022-04-08,deserving/undeserving,499.0,All Posts
3141,2022-04-09,deserving/undeserving,546.0,All Posts
3142,2022-04-10,deserving/undeserving,516.0,All Posts
3143,2022-04-11,deserving/undeserving,450.0,All Posts
3144,2022-04-12,deserving/undeserving,426.0,All Posts
3145,2022-04-13,deserving/undeserving,585.0,All Posts
3146,2022-04-14,deserving/undeserving,1080.0,All Posts
3147,2022-04-15,deserving/undeserving,917.0,All Posts
3148,2022-04-16,deserving/undeserving,596.0,All Posts
3149,2022-04-17,deserving/undeserving,459.0,All Posts
3150,2022-04-18,deserving/undeserving,452.0,All Posts
3151,2022-04-19,deserving/undeserving,515.0,All Posts
3152,2022-04-20,deserving/undeserving,530.0,All Posts
3153,2022-04-21,deserving/undeserving,731.0,All Posts
3154,2022-04-22,deserving/undeserving,616.0,All Posts
3155,2022-04-23,deserving/undeserving,499.0,All Posts
3156,2022-04-24,deserving/undeserving,390.0,All Posts
3157,2022-04-25,deserving/undeserving,682.0,All Posts
3158,2022-04-26,deserving/undeserving,1082.0,All Posts
3159,2022-04-27,deserving/undeserving,679.0,All Posts
3160,2022-04-28,deserving/undeserving,1342.0,All Posts
3161,2022-04-29,deserving/undeserving,813.0,All Posts
3162,2022-04-30,deserving/undeserving,604.0,All Posts
3163,2022-05-01,deserving/undeserving,612.0,All Posts
3164,2022-05-02,deserving/undeserving,716.0,All Posts
3165,2022-05-03,deserving/undeserving,877.0,All Posts
3166,2022-05-04,deserving/undeserving,656.0,All Posts
3167,2022-05-05,deserving/undeserving,462.0,All Posts
3168,2022-05-06,deserving/undeserving,414.0,All Posts
3169,2022-05-07,deserving/undeserving,389.0,All Posts
3170,2022-05-08,deserving/undeserving,376.0,All Posts
3171,2022-05-09,deserving/undeserving,454.0,All Posts
3172,2022-05-10,deserving/undeserving,824.0,All Posts
3173,2022-05-11,deserving/undeserving,1621.0,All Posts
3174,2022-05-12,deserving/undeserving,944.0,All Posts
3175,2022-05-13,deserving/undeserving,1108.0,All Posts
3176,2022-05-14,deserving/undeserving,808.0,All Posts
3177,2022-05-15,deserving/undeserving,471.0,All Posts
3178,2022-05-16,deserving/undeserving,408.0,All Posts
3179,2022-05-17,deserving/undeserving,402.0,All Posts
3180,2022-05-18,deserving/undeserving,386.0,All Posts
3181,2022-05-19,deserving/undeserving,542.0,All Posts
3182,2022-05-20,deserving/undeserving,467.0,All Posts
3183,2022-05-21,deserving/undeserving,450.0,All Posts
3184,2022-05-22,deserving/undeserving,392.0,All Posts
3185,2022-05-23,deserving/undeserving,450.0,All Posts
3186,2022-05-24,deserving/undeserving,436.0,All Posts
3187,2022-05-25,deserving/undeserving,611.0,All Posts
3188,2022-05-26,deserving/undeserving,423.0,All Posts
3189,2022-05-27,deserving/undeserving,356.0,All Posts
3190,2022-05-28,deserving/undeserving,291.0,All Posts
3191,2022-05-29,deserving/undeserving,296.0,All Posts
3192,2022-05-30,deserving/undeserving,379.0,All Posts
3193,2022-05-31,deserving/undeserving,498.0,All Posts
3194,2022-06-01,deserving/undeserving,492.0,All Posts
3195,2022-06-02,deserving/undeserving,493.0,All Posts
3196,2022-06-03,deserving/undeserving,437.0,All Posts
3197,2022-06-04,deserving/undeserving,316.0,All Posts
3198,2022-06-05,deserving/undeserving,342.0,All Posts
3199,2022-06-06,deserving/undeserving,306.0,All Posts
3200,2022-06-07,deserving/undeserving,377.0,All Posts
3201,2022-06-08,deserving/undeserving,364.0,All Posts
3202,2022-06-09,deserving/undeserving,413.0,All Posts
3203,2022-06-10,deserving/undeserving,516.0,All Posts
3204,2022-06-11,deserving/undeserving,562.0,All Posts
3205,2022-06-12,deserving/undeserving,491.0,All Posts
3206,2022-06-13,deserving/undeserving,440.0,All Posts
3207,2022-06-14,deserving/undeserving,688.0,All Posts
3208,2022-06-15,deserving/undeserving,698.0,All Posts
3209,2022-06-16,deserving/undeserving,577.0,All Posts
3210,2022-06-17,deserving/undeserving,486.0,All Posts
3211,2022-06-18,deserving/undeserving,371.0,All Posts
3212,2022-06-19,deserving/undeserving,346.0,All Posts
3213,2022-06-20,deserving/undeserving,388.0,All Posts
3214,2022-06-21,deserving/undeserving,379.0,All Posts
3215,2022-06-22,deserving/undeserving,346.0,All Posts
3216,2022-06-23,deserving/undeserving,479.0,All Posts
3217,2022-06-24,deserving/undeserving,763.0,All Posts
3218,2022-06-25,deserving/undeserving,612.0,All Posts
3219,2022-06-26,deserving/undeserving,452.0,All Posts
3220,2022-06-27,deserving/undeserving,401.0,All Posts
3221,2022-06-28,deserving/undeserving,420.0,All Posts
3222,2022-06-29,deserving/undeserving,436.0,All Posts
3223,2022-06-30,deserving/undeserving,523.0,All Posts
3224,2022-07-01,deserving/undeserving,484.0,All Posts
3225,2022-07-02,deserving/undeserving,425.0,All Posts
3226,2022-07-03,deserving/undeserving,411.0,All Posts
3227,2022-07-04,deserving/undeserving,468.0,All Posts
3228,2022-07-05,deserving/undeserving,325.0,All Posts
3229,2022-07-06,deserving/undeserving,389.0,All Posts
3230,2022-07-07,deserving/undeserving,332.0,All Posts
3231,2022-07-08,deserving/undeserving,324.0,All Posts
3232,2022-07-09,deserving/undeserving,287.0,All Posts
3233,2022-07-10,deserving/undeserving,291.0,All Posts
3234,2022-07-11,deserving/undeserving,355.0,All Posts
3235,2022-07-12,deserving/undeserving,429.0,All Posts
3236,2022-07-13,deserving/undeserving,426.0,All Posts
3237,2022-07-14,deserving/undeserving,366.0,All Posts
3238,2022-07-15,deserving/undeserving,390.0,All Posts
3239,2022-07-16,deserving/undeserving,348.0,All Posts
3240,2022-07-17,deserving/undeserving,462.0,All Posts
3241,2022-07-18,deserving/undeserving,612.0,All Posts
3242,2022-07-19,deserving/undeserving,435.0,All Posts
3243,2022-07-20,deserving/undeserving,497.0,All Posts
3244,2022-07-21,deserving/undeserving,414.0,All Posts
3245,2022-07-22,deserving/undeserving,372.0,All Posts
3246,2022-07-23,deserving/undeserving,255.0,All Posts
3247,2022-07-24,deserving/undeserving,335.0,All Posts
3248,2022-07-25,deserving/undeserving,351.0,All Posts
3249,2022-07-26,deserving/undeserving,331.0,All Posts
3250,2022-07-27,deserving/undeserving,423.0,All Posts
3251,2022-07-28,deserving/undeserving,444.0,All Posts
3252,2022-07-29,deserving/undeserving,491.0,All Posts
3253,2022-07-30,deserving/undeserving,463.0,All Posts
3254,2022-07-31,deserving/undeserving,331.0,All Posts
3255,2022-08-01,deserving/undeserving,449.0,All Posts
3256,2022-08-02,deserving/undeserving,572.0,All Posts
3257,2022-08-03,deserving/undeserving,462.0,All Posts
3258,2022-08-04,deserving/undeserving,496.0,All Posts
3259,2022-08-05,deserving/undeserving,493.0,All Posts
3260,2022-08-06,deserving/undeserving,557.0,All Posts
3261,2022-08-07,deserving/undeserving,498.0,All Posts
3262,2022-08-08,deserving/undeserving,714.0,All Posts
3263,2022-08-09,deserving/undeserving,476.0,All Posts
3264,2022-08-10,deserving/undeserving,463.0,All Posts
3265,2022-08-11,deserving/undeserving,424.0,All Posts
3266,2022-08-12,deserving/undeserving,388.0,All Posts
3267,2022-08-13,deserving/undeserving,301.0,All Posts
3268,2022-08-14,deserving/undeserving,408.0,All Posts
3269,2022-08-15,deserving/undeserving,401.0,All Posts
3270,2022-08-16,deserving/undeserving,579.0,All Posts
3271,2022-08-17,deserving/undeserving,600.0,All Posts
3272,2022-08-18,deserving/undeserving,569.0,All Posts
3273,2022-08-19,deserving/undeserving,594.0,All Posts
3274,2022-08-20,deserving/undeserving,770.0,All Posts
3275,2022-08-21,deserving/undeserving,582.0,All Posts
3276,2022-08-22,deserving/undeserving,726.0,All Posts
3277,2022-08-23,deserving/undeserving,934.0,All Posts
3278,2022-08-24,deserving/undeserving,1135.0,All Posts
3279,2022-08-25,deserving/undeserving,1010.0,All Posts
3280,2022-08-26,deserving/undeserving,826.0,All Posts
3281,2022-08-27,deserving/undeserving,514.0,All Posts
3282,2022-08-28,deserving/undeserving,525.0,All Posts
3283,2022-08-29,deserving/undeserving,541.0,All Posts
3284,2022-08-30,deserving/undeserving,603.0,All Posts
3285,2022-08-31,deserving/undeserving,508.0,All Posts
3286,2022-09-01,deserving/undeserving,475.0,All Posts
3287,2022-09-02,deserving/undeserving,582.0,All Posts
3288,2022-09-03,deserving/undeserving,567.0,All Posts
3289,2022-09-04,deserving/undeserving,464.0,All Posts
3290,2022-09-05,deserving/undeserving,482.0,All Posts
3291,2022-09-06,deserving/undeserving,472.0,All Posts
3292,2022-09-07,deserving/undeserving,429.0,All Posts
3293,2022-09-08,deserving/undeserving,602.0,All Posts
3294,2022-09-09,deserving/undeserving,675.0,All Posts
3295,2022-09-10,deserving/undeserving,568.0,All Posts
3296,2022-09-11,deserving/undeserving,609.0,All Posts
3297,2022-09-12,deserving/undeserving,558.0,All Posts
3298,2022-09-13,deserving/undeserving,510.0,All Posts
3299,2022-09-14,deserving/undeserving,536.0,All Posts
3300,2022-09-15,deserving/undeserving,2298.0,All Posts
3301,2022-09-16,deserving/undeserving,3072.0,All Posts
3302,2022-09-17,deserving/undeserving,2308.0,All Posts
3303,2022-09-18,deserving/undeserving,1541.0,All Posts
3304,2022-09-19,deserving/undeserving,1349.0,All Posts
3305,2022-09-20,deserving/undeserving,1166.0,All Posts
3306,2022-09-21,deserving/undeserving,874.0,All Posts
3307,2022-09-22,deserving/undeserving,763.0,All Posts
3308,2022-09-23,deserving/undeserving,670.0,All Posts
3309,2022-09-24,deserving/undeserving,616.0,All Posts
3310,2022-09-25,deserving/undeserving,550.0,All Posts
3311,2022-09-26,deserving/undeserving,745.0,All Posts
3312,2022-09-27,deserving/undeserving,756.0,All Posts
3313,2022-09-28,deserving/undeserving,768.0,All Posts
3314,2022-09-29,deserving/undeserving,662.0,All Posts
3315,2022-09-30,deserving/undeserving,700.0,All Posts
3316,2022-10-01,deserving/undeserving,737.0,All Posts
3317,2022-10-02,deserving/undeserving,551.0,All Posts
3318,2022-10-03,deserving/undeserving,610.0,All Posts
3319,2022-10-04,deserving/undeserving,764.0,All Posts
3320,2022-10-05,deserving/undeserving,761.0,All Posts
3321,2022-10-06,deserving/undeserving,635.0,All Posts
3322,2022-10-07,deserving/undeserving,603.0,All Posts
3323,2022-10-08,deserving/undeserving,544.0,All Posts
3324,2022-10-09,deserving/undeserving,494.0,All Posts
3325,2022-10-10,deserving/undeserving,641.0,All Posts
3326,2022-10-11,deserving/undeserving,673.0,All Posts
3327,2022-10-12,deserving/undeserving,563.0,All Posts
3328,2022-10-13,deserving/undeserving,688.0,All Posts
3329,2022-10-14,deserving/undeserving,583.0,All Posts
3330,2022-10-15,deserving/undeserving,542.0,All Posts
3331,2022-10-16,deserving/undeserving,534.0,All Posts
3332,2022-10-17,deserving/undeserving,690.0,All Posts
3333,2022-10-18,deserving/undeserving,707.0,All Posts
3334,2022-10-19,deserving/undeserving,1118.0,All Posts
3335,2022-10-20,deserving/undeserving,1774.0,All Posts
3336,2022-10-21,deserving/undeserving,1127.0,All Posts
3337,2022-10-22,deserving/undeserving,812.0,All Posts
3338,2022-10-23,deserving/undeserving,704.0,All Posts
3339,2022-10-24,deserving/undeserving,788.0,All Posts
3340,2022-10-25,deserving/undeserving,671.0,All Posts
3341,2022-10-26,deserving/undeserving,770.0,All Posts
3342,2022-10-27,deserving/undeserving,920.0,All Posts
3343,2022-10-28,deserving/undeserving,883.0,All Posts
3344,2022-10-29,deserving/undeserving,862.0,All Posts
3345,2022-10-30,deserving/undeserving,860.0,All Posts
3346,2022-10-31,deserving/undeserving,1499.0,All Posts
3347,2022-11-01,deserving/undeserving,1753.0,All Posts
3348,2022-11-02,deserving/undeserving,1213.0,All Posts
3349,2022-11-03,deserving/undeserving,1383.0,All Posts
3350,2022-11-04,deserving/undeserving,1211.0,All Posts
3351,2022-11-05,deserving/undeserving,1117.0,All Posts
3352,2022-11-06,deserving/undeserving,821.0,All Posts
3353,2022-11-07,deserving/undeserving,863.0,All Posts
3354,2022-11-08,deserving/undeserving,895.0,All Posts
3355,2022-11-09,deserving/undeserving,697.0,All Posts
3356,2022-11-10,deserving/undeserving,580.0,All Posts
3357,2022-11-11,deserving/undeserving,1318.0,All Posts
3358,2022-11-12,deserving/undeserving,1144.0,All Posts
3359,2022-11-13,deserving/undeserving,1029.0,All Posts
3360,2022-11-14,deserving/undeserving,997.0,All Posts
3361,2022-11-15,deserving/undeserving,1194.0,All Posts
3362,2022-11-16,deserving/undeserving,1351.0,All Posts
3363,2022-11-17,deserving/undeserving,1189.0,All Posts
3364,2022-11-18,deserving/undeserving,945.0,All Posts
3365,2022-11-19,deserving/undeserving,1007.0,All Posts
3366,2022-11-20,deserving/undeserving,1025.0,All Posts
3367,2022-11-21,deserving/undeserving,861.0,All Posts
3368,2022-11-22,deserving/undeserving,1077.0,All Posts
3369,2022-11-23,deserving/undeserving,1766.0,All Posts
3370,2022-11-24,deserving/undeserving,1344.0,All Posts
3371,2022-11-25,deserving/undeserving,929.0,All Posts
3372,2022-11-26,deserving/undeserving,782.0,All Posts
3373,2022-11-27,deserving/undeserving,1132.0,All Posts
3374,2022-11-28,deserving/undeserving,955.0,All Posts
3375,2022-11-29,deserving/undeserving,832.0,All Posts
3376,2022-11-30,deserving/undeserving,803.0,All Posts
3377,2022-12-01,deserving/undeserving,724.0,All Posts
3378,2022-12-02,deserving/undeserving,676.0,All Posts
3379,2022-12-03,deserving/undeserving,759.0,All Posts
3380,2022-12-04,deserving/undeserving,719.0,All Posts
3381,2022-12-05,deserving/undeserving,750.0,All Posts
3382,2022-12-06,deserving/undeserving,741.0,All Posts
3383,2022-12-07,deserving/undeserving,1003.0,All Posts
3384,2022-12-08,deserving/undeserving,994.0,All Posts
3385,2022-12-09,deserving/undeserving,1197.0,All Posts
3386,2022-12-10,deserving/undeserving,978.0,All Posts
3387,2022-12-11,deserving/undeserving,647.0,All Posts
3388,2022-12-12,deserving/undeserving,974.0,All Posts
3389,2022-12-13,deserving/undeserving,1327.0,All Posts
3390,2022-12-14,deserving/undeserving,1448.0,All Posts
3391,2022-12-15,deserving/undeserving,1456.0,All Posts
3392,2022-12-16,deserving/undeserving,1399.0,All Posts
3393,2022-12-17,deserving/undeserving,1062.0,All Posts
3394,2022-12-18,deserving/undeserving,1002.0,All Posts
3395,2022-12-19,deserving/undeserving,1205.0,All Posts
3396,2022-12-20,deserving/undeserving,1539.0,All Posts
3397,2022-12-21,deserving/undeserving,3192.0,All Posts
3398,2022-12-22,deserving/undeserving,5186.0,All Posts
3399,2022-12-23,deserving/undeserving,2779.0,All Posts
3400,2022-12-24,deserving/undeserving,1939.0,All Posts
3401,2022-12-25,deserving/undeserving,1535.0,All Posts
3402,2022-12-26,deserving/undeserving,2134.0,All Posts
3403,2022-12-27,deserving/undeserving,1941.0,All Posts
3404,2022-12-28,deserving/undeserving,1346.0,All Posts
3405,2022-12-29,deserving/undeserving,1077.0,All Posts
3406,2022-12-30,deserving/undeserving,1022.0,All Posts
3407,2022-12-31,deserving/undeserving,927.0,All Posts
3408,2023-01-01,deserving/undeserving,840.0,All Posts
3409,2023-01-02,deserving/undeserving,817.0,All Posts
3410,2023-01-03,deserving/undeserving,664.0,All Posts
3411,2023-01-04,deserving/undeserving,791.0,All Posts
3412,2023-01-05,deserving/undeserving,840.0,All Posts
3413,2023-01-06,deserving/undeserving,932.0,All Posts
3414,2023-01-07,deserving/undeserving,951.0,All Posts
3415,2023-01-08,deserving/undeserving,1159.0,All Posts
3416,2023-01-09,deserving/undeserving,993.0,All Posts
3417,2023-01-10,deserving/undeserving,1018.0,All Posts
3418,2023-01-11,deserving/undeserving,1252.0,All Posts
3419,2023-01-12,deserving/undeserving,1210.0,All Posts
3420,2023-01-13,deserving/undeserving,799.0,All Posts
3421,2023-01-14,deserving/undeserving,839.0,All Posts
3422,2023-01-15,deserving/undeserving,812.0,All Posts
3423,2023-01-16,deserving/undeserving,869.0,All Posts
3424,2023-01-17,deserving/undeserving,1004.0,All Posts
3425,2023-01-18,deserving/undeserving,940.0,All Posts
3426,2023-01-19,deserving/undeserving,965.0,All Posts
3427,2023-01-20,deserving/undeserving,1077.0,All Posts
3428,2023-01-21,deserving/undeserving,1168.0,All Posts
3429,2023-01-22,deserving/undeserving,789.0,All Posts
3430,2023-01-23,deserving/undeserving,694.0,All Posts
3431,2023-01-24,deserving/undeserving,223.0,All Posts
3432,2023-01-26,deserving/undeserving,4.0,All Posts
3433,2023-01-27,deserving/undeserving,903.0,All Posts
3434,2023-01-28,deserving/undeserving,724.0,All Posts
3435,2023-01-29,deserving/undeserving,814.0,All Posts
3436,2023-01-30,deserving/undeserving,1132.0,All Posts
3437,2023-01-31,deserving/undeserving,1381.0,All Posts
3438,2023-02-01,deserving/undeserving,1327.0,All Posts
3439,2023-02-02,deserving/undeserving,1033.0,All Posts
3440,2023-02-03,deserving/undeserving,812.0,All Posts
3441,2023-02-04,deserving/undeserving,784.0,All Posts
3442,2023-02-05,deserving/undeserving,780.0,All Posts
3443,2023-02-06,deserving/undeserving,1068.0,All Posts
3444,2023-02-07,deserving/undeserving,1028.0,All Posts
3445,2023-02-08,deserving/undeserving,956.0,All Posts
3446,2023-02-09,deserving/undeserving,400.0,All Posts
3447,2023-02-16,deserving/undeserving,63.0,All Posts
3448,2021-12-06,media portrayal,43.0,All Posts
3449,2021-12-07,media portrayal,87.0,All Posts
3450,2021-12-08,media portrayal,138.0,All Posts
3451,2021-12-09,media portrayal,162.0,All Posts
3452,2021-12-10,media portrayal,136.0,All Posts
3453,2021-12-11,media portrayal,111.0,All Posts
3454,2021-12-12,media portrayal,98.0,All Posts
3455,2021-12-13,media portrayal,134.0,All Posts
3456,2021-12-14,media portrayal,129.0,All Posts
3457,2021-12-15,media portrayal,96.0,All Posts
3458,2021-12-16,media portrayal,114.0,All Posts
3459,2021-12-17,media portrayal,122.0,All Posts
3460,2021-12-18,media portrayal,114.0,All Posts
3461,2021-12-19,media portrayal,112.0,All Posts
3462,2021-12-20,media portrayal,122.0,All Posts
3463,2021-12-21,media portrayal,131.0,All Posts
3464,2021-12-22,media portrayal,114.0,All Posts
3465,2021-12-23,media portrayal,109.0,All Posts
3466,2021-12-24,media portrayal,123.0,All Posts
3467,2021-12-25,media portrayal,100.0,All Posts
3468,2021-12-26,media portrayal,98.0,All Posts
3469,2021-12-27,media portrayal,114.0,All Posts
3470,2021-12-28,media portrayal,81.0,All Posts
3471,2021-12-29,media portrayal,113.0,All Posts
3472,2021-12-30,media portrayal,81.0,All Posts
3473,2021-12-31,media portrayal,99.0,All Posts
3474,2022-01-01,media portrayal,91.0,All Posts
3475,2022-01-02,media portrayal,102.0,All Posts
3476,2022-01-03,media portrayal,107.0,All Posts
3477,2022-01-04,media portrayal,174.0,All Posts
3478,2022-01-05,media portrayal,130.0,All Posts
3479,2022-01-06,media portrayal,112.0,All Posts
3480,2022-01-07,media portrayal,104.0,All Posts
3481,2022-01-08,media portrayal,82.0,All Posts
3482,2022-01-09,media portrayal,92.0,All Posts
3483,2022-01-10,media portrayal,115.0,All Posts
3484,2022-01-11,media portrayal,91.0,All Posts
3485,2022-01-12,media portrayal,93.0,All Posts
3486,2022-01-13,media portrayal,87.0,All Posts
3487,2022-01-14,media portrayal,96.0,All Posts
3488,2022-01-15,media portrayal,80.0,All Posts
3489,2022-01-16,media portrayal,96.0,All Posts
3490,2022-01-17,media portrayal,95.0,All Posts
3491,2022-01-18,media portrayal,111.0,All Posts
3492,2022-01-19,media portrayal,140.0,All Posts
3493,2022-01-20,media portrayal,85.0,All Posts
3494,2022-01-21,media portrayal,103.0,All Posts
3495,2022-01-22,media portrayal,87.0,All Posts
3496,2022-01-23,media portrayal,81.0,All Posts
3497,2022-01-24,media portrayal,80.0,All Posts
3498,2022-01-25,media portrayal,93.0,All Posts
3499,2022-01-26,media portrayal,111.0,All Posts
3500,2022-01-27,media portrayal,85.0,All Posts
3501,2022-01-28,media portrayal,103.0,All Posts
3502,2022-01-29,media portrayal,83.0,All Posts
3503,2022-01-30,media portrayal,124.0,All Posts
3504,2022-01-31,media portrayal,161.0,All Posts
3505,2022-02-01,media portrayal,149.0,All Posts
3506,2022-02-02,media portrayal,125.0,All Posts
3507,2022-02-03,media portrayal,109.0,All Posts
3508,2022-02-04,media portrayal,123.0,All Posts
3509,2022-02-05,media portrayal,110.0,All Posts
3510,2022-02-06,media portrayal,128.0,All Posts
3511,2022-02-07,media portrayal,117.0,All Posts
3512,2022-02-08,media portrayal,109.0,All Posts
